id,date,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual
356,2011-12-23,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163
357,2011-12-24,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155
358,2011-12-25,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303
359,2011-12-26,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430
360,2011-12-27,0,2,1,2,0.325,0.327633,0.7625,0.18845,103
361,2011-12-28,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255
362,2011-12-29,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254
363,2011-12-30,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491
364,2011-12-31,0,6,0,1,0.41,0.414121,0.615833,0.220154,665
365,2012-01-01,0,0,0,1,0.37,0.375621,0.6925,0.192167,686
366,2012-01-02,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244
367,2012-01-03,0,2,1,1,0.15,0.126275,0.44125,0.365671,89
368,2012-01-04,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95
369,2012-01-05,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140
370,2012-01-06,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307
371,2012-01-07,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070
372,2012-01-08,0,0,0,1,0.3375,0.340258,0.465,0.191542,599
373,2012-01-09,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106
374,2012-01-10,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173
375,2012-01-11,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92
376,2012-01-12,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269
377,2012-01-13,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174
378,2012-01-14,0,6,0,1,0.18,0.183087,0.4575,0.187183,333
379,2012-01-15,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284
380,2012-01-16,1,1,0,1,0.19,0.190663,0.5225,0.231358,217
381,2012-01-17,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127
382,2012-01-18,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109
383,2012-01-19,0,4,1,1,0.19,0.190038,0.4975,0.220158,130
384,2012-01-20,0,5,1,2,0.2175,0.220958,0.45,0.20275,115
385,2012-01-21,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67
386,2012-01-22,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196
387,2012-01-23,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145
388,2012-01-24,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439
389,2012-01-25,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467
390,2012-01-26,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244
391,2012-01-27,0,5,1,2,0.425,0.415383,0.74125,0.342667,269
392,2012-01-28,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775
393,2012-01-29,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558
394,2012-01-30,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126
395,2012-01-31,0,2,1,1,0.39,0.381317,0.416667,0.261817,324
396,2012-02-01,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304
397,2012-02-02,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190
398,2012-02-03,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310
399,2012-02-04,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384
400,2012-02-05,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318
401,2012-02-06,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206
402,2012-02-07,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199
403,2012-02-08,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109
404,2012-02-09,0,4,1,1,0.265,0.261988,0.562083,0.194037,163
405,2012-02-10,0,5,1,2,0.280833,0.293558,0.54,0.116929,227
406,2012-02-11,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192
407,2012-02-12,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73
408,2012-02-13,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94
409,2012-02-14,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135
410,2012-02-15,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141
411,2012-02-16,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74
412,2012-02-17,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349
413,2012-02-18,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435
414,2012-02-19,0,0,0,2,0.28,0.265788,0.515833,0.253112,618
415,2012-02-20,1,1,0,1,0.28,0.273391,0.507826,0.229083,502
416,2012-02-21,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163
417,2012-02-22,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394
418,2012-02-23,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516
419,2012-02-24,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246
420,2012-02-25,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317
421,2012-02-26,0,0,0,1,0.279167,0.268308,0.41,0.205229,515
422,2012-02-27,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253
423,2012-02-28,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229
424,2012-02-29,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65
425,2012-03-01,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325
426,2012-03-02,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246
427,2012-03-03,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956
428,2012-03-04,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710
429,2012-03-05,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203
430,2012-03-06,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221
431,2012-03-07,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432
432,2012-03-08,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486
433,2012-03-09,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447
434,2012-03-10,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968
435,2012-03-11,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658
436,2012-03-12,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838
437,2012-03-13,0,2,1,1,0.565,0.542929,0.6175,0.23695,762
438,2012-03-14,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997
439,2012-03-15,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005
440,2012-03-16,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548
441,2012-03-17,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155
442,2012-03-18,0,0,0,2,0.4725,0.464,0.81,0.126883,2207
443,2012-03-19,0,1,1,1,0.545,0.532821,0.72875,0.162317,982
444,2012-03-20,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051
445,2012-03-21,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122
446,2012-03-22,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334
447,2012-03-23,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469
448,2012-03-24,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033
449,2012-03-25,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532
450,2012-03-26,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795
451,2012-03-27,0,2,1,1,0.323333,0.315654,0.29,0.187192,531
452,2012-03-28,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674
453,2012-03-29,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834
454,2012-03-30,0,5,1,2,0.37,0.375621,0.580833,0.138067,796
455,2012-03-31,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301
456,2012-04-01,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347
457,2012-04-02,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208
458,2012-04-03,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348
459,2012-04-04,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058
460,2012-04-05,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192
461,2012-04-06,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807
462,2012-04-07,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252
463,2012-04-08,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230
464,2012-04-09,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905
465,2012-04-10,0,2,1,1,0.446667,0.436233,0.435,0.249375,819
466,2012-04-11,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482
467,2012-04-12,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663
468,2012-04-13,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252
469,2012-04-14,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795
470,2012-04-15,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846
471,2012-04-16,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198
472,2012-04-17,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989
473,2012-04-18,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347
474,2012-04-19,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846
475,2012-04-20,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340
476,2012-04-21,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541
477,2012-04-22,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120
478,2012-04-23,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195
479,2012-04-24,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518
480,2012-04-25,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655
481,2012-04-26,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475
482,2012-04-27,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014
483,2012-04-28,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120
484,2012-04-29,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229
485,2012-04-30,0,1,1,2,0.464167,0.457696,0.57,0.171638,665
486,2012-05-01,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653
487,2012-05-02,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667
488,2012-05-03,0,4,1,2,0.56,0.537242,0.768333,0.133696,764
489,2012-05-04,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069
490,2012-05-05,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496
491,2012-05-06,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135
492,2012-05-07,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008
493,2012-05-08,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738
494,2012-05-09,0,3,1,2,0.575,0.553025,0.744167,0.216412,620
495,2012-05-10,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026
496,2012-05-11,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319
497,2012-05-12,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622
498,2012-05-13,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172
499,2012-05-14,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342
500,2012-05-15,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625
501,2012-05-16,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991
502,2012-05-17,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242
503,2012-05-18,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521
504,2012-05-19,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410
505,2012-05-20,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704
506,2012-05-21,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630
507,2012-05-22,0,2,1,2,0.615,0.580825,0.765833,0.118167,819
508,2012-05-23,0,3,1,2,0.621667,0.584612,0.774583,0.102,766
509,2012-05-24,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059
510,2012-05-25,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417
511,2012-05-26,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855
512,2012-05-27,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283
513,2012-05-28,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557
514,2012-05-29,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880
515,2012-05-30,0,3,1,2,0.656667,0.611129,0.67,0.134329,745
516,2012-05-31,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100
517,2012-06-01,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533
518,2012-06-02,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795
519,2012-06-03,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494
520,2012-06-04,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071
521,2012-06-05,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968
522,2012-06-06,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027
523,2012-06-07,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038
524,2012-06-08,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488
525,2012-06-09,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708
526,2012-06-10,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224
527,2012-06-11,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017
528,2012-06-12,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477
529,2012-06-13,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173
530,2012-06-14,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180
531,2012-06-15,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563
532,2012-06-16,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963
533,2012-06-17,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634
534,2012-06-18,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653
535,2012-06-19,0,2,1,1,0.688333,0.654692,0.69,0.148017,968
536,2012-06-20,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872
537,2012-06-21,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778
538,2012-06-22,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964
539,2012-06-23,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657
540,2012-06-24,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551
541,2012-06-25,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139
542,2012-06-26,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077
543,2012-06-27,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077
544,2012-06-28,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921
545,2012-06-29,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829
546,2012-06-30,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455
547,2012-07-01,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421
548,2012-07-02,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904
549,2012-07-03,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052
550,2012-07-04,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562
551,2012-07-05,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405
552,2012-07-06,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366
553,2012-07-07,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448
554,2012-07-08,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203
555,2012-07-09,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998
556,2012-07-10,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954
557,2012-07-11,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975
558,2012-07-12,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032
559,2012-07-13,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511
560,2012-07-14,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355
561,2012-07-15,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920
562,2012-07-16,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088
563,2012-07-17,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921
564,2012-07-18,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799
565,2012-07-19,0,4,1,1,0.77,0.714642,0.600417,0.165429,888
566,2012-07-20,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747
567,2012-07-21,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264
568,2012-07-22,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544
569,2012-07-23,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135
570,2012-07-24,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140
571,2012-07-25,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383
572,2012-07-26,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036
573,2012-07-27,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259
574,2012-07-28,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234
575,2012-07-29,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153
576,2012-07-30,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040
577,2012-07-31,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968
578,2012-08-01,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074
579,2012-08-02,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983
580,2012-08-03,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328
581,2012-08-04,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345
582,2012-08-05,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707
583,2012-08-06,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233
584,2012-08-07,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278
585,2012-08-08,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263
586,2012-08-09,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196
587,2012-08-10,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065
588,2012-08-11,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247
589,2012-08-12,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182
590,2012-08-13,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207
591,2012-08-14,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128
592,2012-08-15,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198
593,2012-08-16,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338
594,2012-08-17,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483
595,2012-08-18,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827
596,2012-08-19,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208
597,2012-08-20,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026
598,2012-08-21,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081
599,2012-08-22,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094
600,2012-08-23,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363
601,2012-08-24,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325
602,2012-08-25,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829
603,2012-08-26,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483
604,2012-08-27,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989
605,2012-08-28,0,2,1,1,0.728333,0.66605,0.62,0.190925,935
606,2012-08-29,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177
607,2012-08-30,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172
608,2012-08-31,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433
609,2012-09-01,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352
610,2012-09-02,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613
611,2012-09-03,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965
612,2012-09-04,0,2,1,1,0.725833,0.686888,0.755,0.236321,867
613,2012-09-05,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832
614,2012-09-06,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611
615,2012-09-07,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045
616,2012-09-08,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557
617,2012-09-09,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570
618,2012-09-10,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118
619,2012-09-11,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070
620,2012-09-12,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050
621,2012-09-13,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054
622,2012-09-14,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379
623,2012-09-15,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160
624,2012-09-16,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166
625,2012-09-17,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022
626,2012-09-18,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371
627,2012-09-19,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788
628,2012-09-20,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939
629,2012-09-21,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250
630,2012-09-22,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512
631,2012-09-23,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454
632,2012-09-24,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001
633,2012-09-25,0,2,1,1,0.55,0.544179,0.57,0.236321,845
634,2012-09-26,0,3,1,1,0.635,0.596613,0.630833,0.2444,787
635,2012-09-27,0,4,1,2,0.65,0.607975,0.690833,0.134342,751
636,2012-09-28,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045
637,2012-09-29,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589
638,2012-09-30,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015
639,2012-10-01,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763
640,2012-10-02,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315
641,2012-10-03,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728
642,2012-10-04,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891
643,2012-10-05,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516
644,2012-10-06,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031
645,2012-10-07,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781
646,2012-10-08,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874
647,2012-10-09,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601
648,2012-10-10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780
649,2012-10-11,0,4,1,1,0.435,0.431167,0.463333,0.181596,834
650,2012-10-12,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060
651,2012-10-13,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252
652,2012-10-14,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080
653,2012-10-15,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760
654,2012-10-16,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922
655,2012-10-17,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979
656,2012-10-18,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008
657,2012-10-19,0,5,1,2,0.563333,0.537896,0.815,0.134954,753
658,2012-10-20,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806
659,2012-10-21,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132
660,2012-10-22,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830
661,2012-10-23,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841
662,2012-10-24,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795
663,2012-10-25,0,4,1,2,0.55,0.529688,0.800417,0.124375,875
664,2012-10-26,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182
665,2012-10-27,0,6,0,2,0.53,0.515133,0.72,0.235692,2643
666,2012-10-28,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998
667,2012-10-29,0,1,1,3,0.44,0.4394,0.88,0.3582,2
668,2012-10-30,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87
669,2012-10-31,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419
670,2012-11-01,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466
671,2012-11-02,0,5,1,1,0.355,0.356042,0.522083,0.266175,618
672,2012-11-03,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029
673,2012-11-04,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201
674,2012-11-05,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378
675,2012-11-06,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466
676,2012-11-07,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326
677,2012-11-08,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340
678,2012-11-09,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709
679,2012-11-10,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090
680,2012-11-11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290
681,2012-11-12,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097
682,2012-11-13,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327
683,2012-11-14,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373
684,2012-11-15,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320
685,2012-11-16,0,5,1,1,0.345,0.347204,0.524583,0.171025,484
686,2012-11-17,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313
687,2012-11-18,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922
688,2012-11-19,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449
689,2012-11-20,0,2,1,2,0.374167,0.380667,0.685,0.082725,534
690,2012-11-21,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615
691,2012-11-22,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955
692,2012-11-23,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603
693,2012-11-24,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532
694,2012-11-25,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309
695,2012-11-26,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337
696,2012-11-27,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123
697,2012-11-28,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198
698,2012-11-29,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243
699,2012-11-30,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362
700,2012-12-01,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951
701,2012-12-02,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892
702,2012-12-03,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555
703,2012-12-04,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551
704,2012-12-05,0,3,1,1,0.438333,0.428012,0.485,0.324021,331
705,2012-12-06,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340
706,2012-12-07,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349
707,2012-12-08,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153
708,2012-12-09,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441
709,2012-12-10,0,1,1,2,0.435833,0.435575,0.925,0.190308,329
710,2012-12-11,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282
